Bandit,Reward,Algorithm
3,4.289144968414382,ThompsonSamplingBandit
3,2.6476515473801205,ThompsonSamplingBandit
3,2.6758843503618306,ThompsonSamplingBandit
3,5.696581371621429,ThompsonSamplingBandit
3,2.4784138085407386,ThompsonSamplingBandit
3,5.196026092543279,ThompsonSamplingBandit
3,4.048473655933718,ThompsonSamplingBandit
3,3.879941840093628,ThompsonSamplingBandit
3,4.469939695279723,ThompsonSamplingBandit
3,4.056457044123531,ThompsonSamplingBandit
3,4.588493569120137,ThompsonSamplingBandit
3,5.8937297981103445,ThompsonSamplingBandit
3,3.500918061398637,ThompsonSamplingBandit
3,2.952525944806637,ThompsonSamplingBandit
3,2.7769771682923565,ThompsonSamplingBandit
3,3.2333957476372097,ThompsonSamplingBandit
3,3.2153907444127268,ThompsonSamplingBandit
3,3.6762007982229403,ThompsonSamplingBandit
3,3.5410743091026564,ThompsonSamplingBandit
3,3.8056129950034867,ThompsonSamplingBandit
3,2.34507378575681,ThompsonSamplingBandit
3,5.0404643816161165,ThompsonSamplingBandit
3,3.4281248543803966,ThompsonSamplingBandit
3,2.5778184474112384,ThompsonSamplingBandit
3,3.856760308268858,ThompsonSamplingBandit
3,3.1055329650897834,ThompsonSamplingBandit
3,2.425050979846689,ThompsonSamplingBandit
3,4.48467379830753,ThompsonSamplingBandit
3,3.3191991097934066,ThompsonSamplingBandit
3,4.070402928820403,ThompsonSamplingBandit
3,4.031345060815557,ThompsonSamplingBandit
3,2.478000850155074,ThompsonSamplingBandit
3,4.696434037907272,ThompsonSamplingBandit
3,3.515989475511789,ThompsonSamplingBandit
3,3.207793998338143,ThompsonSamplingBandit
